,date,ML,Low,High
Wyoming,2020-03-25,1.8,0.43,3.08
Wyoming,2020-03-26,1.77,0.5,2.94
Wyoming,2020-03-27,1.73,0.58,2.83
Wyoming,2020-03-28,1.62,0.5700000000000001,2.66
Wyoming,2020-03-29,1.47,0.48,2.44
Wyoming,2020-03-30,1.48,0.55,2.41
Wyoming,2020-03-31,1.3800000000000001,0.49,2.2600000000000002
Wyoming,2020-04-01,1.34,0.5,2.2
Wyoming,2020-04-02,1.32,0.48,2.11
Wyoming,2020-04-03,1.25,0.46,2.04
Wyoming,2020-04-04,1.16,0.38,1.92
Wyoming,2020-04-05,1.12,0.36,1.8800000000000001
Wyoming,2020-04-06,0.96,0.22,1.71
Wyoming,2020-04-07,0.88,0.15,1.62
Wyoming,2020-04-08,0.76,0.05,1.46
Wyoming,2020-04-09,0.6900000000000001,0.0,1.3800000000000001
Wyoming,2020-04-10,0.72,0.01,1.44
Wyoming,2020-04-11,0.7000000000000001,0.0,1.44
Wyoming,2020-04-12,0.67,0.0,1.45
Wyoming,2020-04-13,0.76,0.01,1.57
Wyoming,2020-04-14,0.75,0.0,1.57
Wyoming,2020-04-15,0.8,0.01,1.6500000000000001
Wyoming,2020-04-16,0.79,0.0,1.6500000000000001
Wyoming,2020-04-17,0.78,0.01,1.68
Wyoming,2020-04-18,0.85,0.0,1.74
